,date,favorite_count,followers_count,friends_count,full_text,retweet_count,retweeted,screen_name,tweet_id,user_id,user_mentions,length,clean_text
22,2018-12-19 20:31:43,0,25,102,@zomatocare  I have been trying to reach you team from half an hour.. you deliver food late night but no support huh.?,0,False,k_pranav,1075488871125803008,897008486399201280,['zomatocare'],118,trying reach team half delivery late night support huh
23,2018-12-19 20:21:11,0,56,333,@ZomatoIN IT HAS BEEN 1.5 HOURS !! I AM HUNGRY ITS 2 IN THE MORNING!!,0,False,TheSahilThakur,1075486220044693505,170329528,['ZomatoIN'],69,hungry morning
27,2018-12-19 20:12:48,0,2,6,@zomatocare @Anishhazra @deepigoyal Why did u ask? #trust #verify,0,False,catch_paul,1075484111400255488,1052509951921287168,"['zomatocare', 'Anishhazra', 'deepigoyal']",65,ask trust verify
28,2018-12-19 20:06:55,0,12,83,"@ZomatoIN  I am so much disappointed in the service you guys provide. The worst I have experienced till now. I was served stale food, and I keep complaining for past 8 days and no action at all, not even an apology nothing. I even mail you guys in official complaint I'd,Nothing!",0,False,mahanta_plabita,1075482633302241280,725231683847376896,['ZomatoIN'],279,disappointed service guy worst experienced till served stale keep complaining past apology nothing guy official complaint idnothing
29,2018-12-19 20:06:25,0,29,24,@ZomatoIN worst service geeing from zomato............😡,0,False,VishnuP25085685,1075482504553914368,702096918491451393,['ZomatoIN'],55,worst service geeing
30,2018-12-19 20:06:17,1,1197,1158,@patniks @SwiggyCares @zomatocare @swiggy_in Hats off,0,False,mohanfrancis2,1075482474099032064,2417700247,"['patniks', 'SwiggyCares', 'zomatocare', 'swiggy_in']",53,hats
33,2018-12-19 19:54:46,0,12,30,@zomatocare @Zomato @ZomatoIN Please provide the details of the tax charged and the reason for the difference in the price.,0,False,kush_srt,1075479574996287489,987556353022377984,"['zomatocare', 'Zomato', 'ZomatoIN']",123,tax charged reason difference price
36,2018-12-19 19:50:56,0,14,33,@zomatocare I received incomplete order 1060628528 and forget to mention it to the support then.. so now i informed it to customer support they're responding very unprofessionally saying that now they can't verify regarding the same.. you don't trust your customers?,0,False,XohebK,1075478607286259714,1653215192,['zomatocare'],266,received incomplete forget mention support informed customer support theyre responding unprofessionally saying verify regarding trust customer
37,2018-12-19 19:45:05,5,60,104,"#Zomato #lifesaves #deliveryboy @SwiggyCares @zomatocare @swiggy_in  a delivery boy saves life's of 10 people and got hospitalised in Mumbai hospital fire,
Great job by these guy...
Get well soon https://t.co/bISTanUiQS",1,False,patniks,1075477135182114816,292686477,"['SwiggyCares', 'zomatocare', 'swiggy_in']",219,lifesaves deliveryguy delivery guy saves lifes people hospitalised mumbai hospital fire great job guy soon
38,2018-12-19 19:38:25,0,17,47,"Order placed at 12.34 am, expected delivery time 1.12 am and I got told about cancellation f order at 1.04 am
This is ridiculous @Zomato @ZomatoIN @zomatocare 

Order ID 1144468888
Mob no 8376866385 https://t.co/3FMQCOtX0g",0,False,ikashishchhabra,1075475460799160320,1462445430,[],222,expected delivery time cancellation f ridiculous mob
39,2018-12-19 19:36:50,0,2097,1623,Really getting passed off with the service of @ZomatoIN. First they cancel my order and now they are not returning the money I paid online for Order No 1617690964. They even stopped replying emails and taking calls,0,False,JohnRayhan,1075475060364726272,90895888,['ZomatoIN'],214,passed service first cancel returning money paid online stopped replying emails calls
40,2018-12-19 19:36:09,1,7442,4967,Read this thread @zomatocare And wrt my order ID...you're most welcome to the police Stn. ☺️ https://t.co/lTDKOmu6uW,1,False,mehulgohil,1075474889677594624,22757977,['zomatocare'],116,read thread wrt idyoure welcome police stn
42,2018-12-19 19:31:00,0,25,30,@ZomatoIN  also if no excecutive is there why you have accepted this order.i want compensation of 1000 INR for this otherwise will complain against you in consumer forum..India should ban you guys from food delivery..worst service ever.. already seen one video how well you behave,0,False,Varunreddy547,1075473593771925505,386112526,['ZomatoIN'],280,excecutive accepted orderi compensation inr otherwise complain consumer forumindia ban guy deliveryworst service ever already seen video behave
43,2018-12-19 19:30:46,0,3,232,"@UberEats_IND  can't you call me right away. You people are behaving like retards, trying to chat via tweets. @zomatocare  had much better social media team. Been two hours still you people are behaving super lazy.",0,False,mrnillionaire,1075473534627893248,547849384,['UberEats_IND'],214,people behaving retards trying via tweets better social media team two people behaving super lazy
44,2018-12-19 19:30:02,0,134,1309,"Was easy to #troll poor #zomatodelivery #hungryguy right? Let's c how many fwds/posts/blogs/articles r written on this #Swiggy #Deliveryboy now for being a good #Samartian .I bet sparsley sum.@ZomatoIN
@swiggy_in 

 #goodvsperfidious
https://t.co/NDUgknWpI5",0,False,LavanyaArasur,1075473348354658304,3074067546,[],257,easy troll poor zomatodelivery hungryguy lets c many fwdspostsblogsarticles r written deliveryguy good samartian bet sparsley sum goodvsperfidious
45,2018-12-19 19:28:12,0,25,30,"@ZomatoIN had worst experience today in Hyderabad. Ordered from creamstone  , after 1 hour recieved a message that order is cancelled due to non availability of executives..what is this service ?? Really vexed up.wanted a compensation of 1000 INR for this. https://t.co/JHdNQPs0At",0,False,Varunreddy547,1075472889707675649,386112526,['ZomatoIN'],280,worst experience hyderabad creamstone recieved message cancelled due non availability executiveswhat service vexed upwanted compensation inr
48,2018-12-19 19:24:46,1,7442,4967,"You're definitely NOT getting anymore business from me or my community @Zomato @ZomatoIN @zomatocare You had it today. 

#epicfail",1,False,mehulgohil,1075472026096156672,22757977,"['Zomato', 'ZomatoIN', 'zomatocare']",130,youre anymore business community epicfail
50,2018-12-19 19:20:22,4,7442,4967,"Hey @ZomatoIN One of your delivery guys on an old Honda CD 100 bike deliberately tried to mow down one of the dogs I feed at night. Happened just now in front of me &amp; I tried to catch him, but he escaped. Dark skinned guy, green helmet, enroute from Dixit to Park Rd, VileParle(e)",4,False,mehulgohil,1075470916694360065,22757977,['ZomatoIN'],284,delivery guy old honda cd bike deliberately tried mow dogs feed night happened front tried catch escaped dark skinned guy green helmet enroute dixit park rd vileparlee
51,2018-12-19 19:19:57,0,0,1,@zomatocare @ZomatoIN  @deepigoyal  zomato walo ab tum log customers ka refund Bhi nhi doge or na hi usko food are agr Achi service nahi provide kar sakte hoon to band krdo Iss chutiya company ko pagal mt banao customers ko samjhe Bewakuf company,0,False,ManishG38451737,1075470811534974978,1073613478458462209,"['zomatocare', 'ZomatoIN', 'deepigoyal']",246,walo ab tum log customer ka refund bhi nhi doge na hi usko agr achi service nahi kar sakte hoon band krdo iss chutiya company ko pagal mt banao customer ko samjhe bewakuf company
54,2018-12-19 19:14:21,0,34,142,@ZomatoIN @Zomato Very disappointing service..Delivered incomplete order and charged full amount...neither received the remaining order nor return the money..both restaurant and zomato delivery boy...the customer support is very poor...just to make people fool only.,0,False,MonsSurya,1075469401569288193,2168067571,"['ZomatoIN', 'Zomato']",266,disappointing servicedelivery incomplete charged full amountneither received remaining return moneyboth restaurant delivery guythe customer support poorjust make people fool
55,2018-12-19 19:13:23,0,2,6,@zomatocare Any idea on giving advertised Paytm cashback for my order Order ID: 1376687745...You already have looked into this several times.,0,False,catch_paul,1075469160451334150,1052509951921287168,['zomatocare'],141,idea giving advertised paytm cashback already looked several times
56,2018-12-19 19:11:39,0,2,6,@Anishhazra @deepigoyal @zomatocare Fortunately I received a half boiled Ghee rice on my last order so it was saved. Unfortunate to watch this #OMG,0,False,catch_paul,1075468722884804609,1052509951921287168,"['Anishhazra', 'deepigoyal', 'zomatocare']",147,fortunately received half boiled ghee rice saved unfortunate watch omg
57,2018-12-19 19:10:46,0,2,16,"@zomatocare @ZomatoIN @Zomato I still haven't received a revert on my mail regarding the refund! Where is the customer service, Zomato.
Why do I have to run behind Zomato for requesting my own money.",0,False,OrugantiShreya,1075468501626679296,3192980246,"['zomatocare', 'ZomatoIN', 'Zomato']",199,havent received revert regarding refund customer service run behind requesting money
58,2018-12-19 19:06:10,0,201,1874,@zomatocare Sent over DM,0,False,_thebose,1075467341775953921,267633163,['zomatocare'],24,sent
59,2018-12-19 19:03:25,0,201,1874,@zomatocare totally useless help service over the app. Anonymous replies seems to be useless with some standard protocol texts.,0,False,_thebose,1075466649829027841,267633163,['zomatocare'],127,totally useless service app anonymous replies seems useless standard protocol texts
63,2018-12-19 19:02:26,1,478,678,"@zomatocare @HardikBatra92 @PrateekTeotia2 @ZomatoIN @Zomato @Temasek @deepigoyal @iitdelhi @iitdaa @jack The Killing Fields By an Lethal Food Intake 
Kind Courtesy: Food Delivery Platforms 

A sure way to Invite Cancer ! 
Your Acidified body-  
your risk and 
your family 

The choice is yours and Yours Alone",3,False,joerave,1075466404219052032,17789776,"['zomatocare', 'HardikBatra92', 'PrateekTeotia2', 'ZomatoIN', 'Zomato', 'Temasek', 'deepigoyal', 'iitdelhi', 'iitdaa', 'jack']",310,killing fields lethal intake kind courtesy delivery platforms sure invite cancer acidified body risk family choice alone
64,2018-12-19 19:02:18,0,436,642,"Midnight Cravings for Gajar ka Halwa 😍. Checked @ZomatoIN @swiggy_in @UberEats_IND, none deliver it 😭",0,False,pujaparekh,1075466370148646912,154046983,"['ZomatoIN', 'swiggy_in', 'UberEats_IND']",101,midnight cravings gajar ka halwa none delivery
65,2018-12-19 18:59:33,0,283,281,Oh BC 😂 @zomatocare @Zomato @ZomatoIN https://t.co/Oi7lhHaEvV,0,False,NilsPatel_,1075465679187279872,531338835,"['zomatocare', 'Zomato', 'ZomatoIN']",61,oh bc
